source,destination,distance_in_km,time_of_day,traffic_level,weather,route_risk,delay_probability,risk_level,time_delay
Mathura,Sonipat,160,Night,High,Storm,9.981959699,0.995361496,High,3.946331408
Ghaziabad,Sonipat,22,Morning,High,Rain,0.275105699,0.987374912,Medium,1.697414358
Noida,Delhi,20,Evening,Medium,Clear,0.204915937,0.999648108,Medium,9.920960071
Ghaziabad,Sonipat,22,Morning,High,Rain,1.610873752,0.969516864,Medium,9.588296944
Gurugram,Ghaziabad,32,Afternoon,High,Clear,3.29074722,0.125008564,Low,2.14219838
Sonipat,Mathura,160,Morning,High,Rain,2.445910176,0.785888811,Medium,7.689841641
Faridabad,Sonipat,28,Morning,Low,Storm,9.874382535,0.735628447,Medium,2.494204405
Delhi,Noida,20,Afternoon,Medium,Clear,3.446473148,0.007315388,Low,5.644692253
Mathura,Delhi,20,Morning,Medium,Storm,9.93965874,0.598939042,Medium,1.995166362
Gurugram,Noida,18,Morning,High,Rain,9.933992906,0.117187649,Medium,4.182266559
Meerut,Faridabad,28,Night,High,Storm,9.349988341,0.396403497,Low,2.438665502
Delhi,Gurugram,20,Afternoon,Low,Clear,2.364099238,0.999994699,Low,4.772032348
Gurugram,Mathura,32,Night,Low,Storm,9.919871182,0.998974507,Medium,9.880078423
Gurugram,Ghaziabad,32,Evening,Low,Clear,9.806854989,0.884972273,Medium,8.7483181
Mathura,Sonipat,160,Night,High,Clear,9.230088447,0.579175295,Medium,9.136925159
Sonipat,Gurugram,32,Night,Low,Storm,0.452485179,0.209008341,Low,0.591202789
Meerut,Delhi,20,Evening,High,Rain,1.007650478,0.380011472,Low,5.815058367
Meerut,Gurugram,32,Night,High,Clear,9.932480247,0.993796056,Medium,2.84715589
Mathura,Noida,18,Morning,Medium,Rain,4.514131985,0.336584135,Medium,0.066773385
Noida,Gurugram,18,Night,Medium,Clear,9.975827218,0.563519827,Medium,8.387491377
Gurugram,Meerut,32,Afternoon,Medium,Storm,9.752785185,0.996121943,Medium,0.298387894
Gurugram,Faridabad,32,Morning,High,Clear,1.534243596,0.999515878,Low,1.387072991
Noida,Faridabad,18,Night,Medium,Storm,8.063233128,0.647378647,Medium,0.546387171
Noida,Meerut,18,Evening,Low,Rain,3.818018242,0.975297991,Medium,3.026553649
Noida,Delhi,20,Afternoon,High,Clear,4.017154576,0.179636199,Low,0.232561111
Delhi,Meerut,20,Evening,Low,Rain,3.182862113,0.038837216,Low,0.962101561
Delhi,Meerut,20,Afternoon,Low,Storm,9.925081427,0.92788696,Medium,8.839896507
Delhi,Meerut,20,Afternoon,Low,Clear,2.476657265,0.677058583,Low,1.979040391
Faridabad,Noida,18,Evening,Low,Storm,4.989731584,0.035372952,Low,0.805993321
Sonipat,Gurugram,32,Afternoon,Low,Rain,9.992413777,0.701177104,Medium,9.877755458
Faridabad,Noida,18,Afternoon,Medium,Rain,8.134823106,0.93999597,Medium,3.709271484
Faridabad,Sonipat,28,Morning,Low,Rain,9.771500968,0.373355572,Medium,2.861798077
Delhi,Noida,20,Night,Medium,Rain,9.999631482,0.009146727,Medium,8.055078932
Sonipat,Mathura,160,Afternoon,Low,Rain,9.999995488,0.891651913,Medium,9.744047881
Mathura,Ghaziabad,22,Evening,Medium,Clear,9.218032842,0.222447506,Medium,0.860420575
Mathura,Meerut,70,Night,High,Rain,6.918537962,0.332524459,Medium,0.174681839
Gurugram,Delhi,20,Night,Medium,Rain,5.905971702,0.099181079,Medium,2.286377822
Faridabad,Mathura,28,Afternoon,Medium,Clear,9.971549293,0.958909226,Medium,9.915720513
Gurugram,Delhi,20,Morning,High,Clear,9.998017462,0.898921667,Medium,2.842428193
Sonipat,Meerut,70,Night,Medium,Storm,2.391603158,0.373006267,Medium,3.25097635
Meerut,Noida,18,Morning,High,Clear,9.956562546,0.145345386,Low,0.218243325
Ghaziabad,Gurugram,32,Night,Low,Rain,6.403659369,0.998988743,Medium,1.95455255
Delhi,Gurugram,20,Evening,Medium,Clear,8.804791055,0.999822688,Medium,1.438191157
Mathura,Ghaziabad,22,Morning,Medium,Rain,7.788881726,0.284076829,Medium,9.981418273
Mathura,Meerut,70,Night,Medium,Rain,1.501245619,0.723501909,Medium,9.798238637
Gurugram,Delhi,20,Morning,Low,Rain,9.896655857,0.378799761,Medium,5.800736503
Ghaziabad,Delhi,20,Afternoon,Low,Clear,9.741485459,0.709070394,Medium,1.59372058
Delhi,Sonipat,20,Evening,High,Storm,9.505978762,0.709132193,Medium,1.267050625
Gurugram,Noida,18,Night,Medium,Clear,7.101647959,0.454725189,Medium,5.691339179
Delhi,Ghaziabad,20,Afternoon,Medium,Storm,0.038133373,0.924209803,Medium,9.99951382
Noida,Gurugram,18,Morning,High,Clear,9.401768447,0.732108941,Medium,8.626043386
Mathura,Faridabad,28,Morning,Low,Storm,9.155795565,0.73425697,Medium,0.901540581
Delhi,Sonipat,20,Afternoon,Low,Rain,2.042340867,0.997387441,Medium,9.55844953
Noida,Ghaziabad,18,Evening,Medium,Storm,9.944213774,0.448814606,Medium,6.087480001
Mathura,Faridabad,28,Morning,Medium,Rain,9.998185638,0.291115494,Medium,0.875714556
Sonipat,Delhi,20,Morning,High,Storm,6.025618648,0.048137639,Low,1.141556804
Gurugram,Noida,18,Evening,Low,Rain,3.225648756,0.355115687,Low,9.559808634
Mathura,Delhi,20,Morning,Low,Clear,9.758047166,0.160327118,Low,7.92059887
Mathura,Meerut,70,Evening,Low,Rain,7.993454813,0.989415954,Medium,1.714302496
Sonipat,Ghaziabad,22,Afternoon,Low,Storm,9.361478645,0.868799964,Medium,0.617799453
Delhi,Noida,20,Evening,Medium,Storm,1.78861202,0.974863542,Medium,5.57243479
Gurugram,Faridabad,32,Night,High,Rain,8.696221257,0.641710961,Medium,1.815953779
Meerut,Ghaziabad,22,Afternoon,Low,Rain,2.668630255,0.416476438,Low,0.813042971
Gurugram,Ghaziabad,32,Night,Low,Clear,8.37532054,0.365345994,Low,8.282850617
Meerut,Noida,18,Night,High,Storm,4.638846646,0.632706477,Low,6.06206806
Ghaziabad,Gurugram,32,Afternoon,Low,Storm,5.604548165,0.999896178,Low,5.278472027
Gurugram,Faridabad,32,Afternoon,Medium,Clear,4.503473035,0.984181182,Medium,0.769979126
Delhi,Gurugram,20,Evening,Medium,Rain,9.18069549,0.775605919,Medium,6.677942364
Gurugram,Ghaziabad,32,Afternoon,Low,Storm,8.899028419,0.907620834,Medium,9.998834219
Ghaziabad,Delhi,20,Morning,High,Rain,9.554256609,0.543287423,Medium,8.819236104
Meerut,Noida,18,Afternoon,Low,Clear,4.619072544,0.099613816,Low,9.930716832
Mathura,Ghaziabad,22,Evening,Low,Clear,9.926871018,0.985625925,Medium,8.898608677
Sonipat,Noida,18,Evening,Medium,Storm,9.942141788,0.230832666,Medium,1.311637902
Meerut,Gurugram,32,Evening,Medium,Rain,1.499612134,0.985423332,Medium,9.672417801
Meerut,Noida,18,Evening,Medium,Clear,9.963337019,0.924272172,Medium,8.26458984
Mathura,Meerut,70,Evening,Medium,Rain,9.999395358,0.996479848,Medium,1.007503159
Delhi,Faridabad,20,Morning,Low,Storm,2.486687344,0.178600616,Low,9.48076366
Gurugram,Faridabad,32,Morning,Medium,Storm,9.999998214,0.694461776,Medium,1.499876776
Meerut,Noida,18,Evening,Medium,Rain,9.986521928,0.331885162,Medium,3.606279667
Faridabad,Noida,18,Night,Medium,Storm,7.717934569,0.504687644,Medium,6.222258527
Ghaziabad,Gurugram,32,Afternoon,Medium,Clear,5.520149567,0.133382745,Low,9.11305079
Gurugram,Mathura,32,Morning,Low,Rain,9.9972335,0.683303286,Medium,1.833810313
Mathura,Gurugram,32,Night,Low,Clear,8.199452376,0.985129,Medium,0.115571053
Mathura,Sonipat,160,Night,Low,Storm,9.968572427,0.028135311,Medium,9.904605521
Meerut,Delhi,20,Night,High,Storm,9.993456795,0.364700148,Low,9.32093557
Delhi,Mathura,20,Evening,Low,Storm,9.999979997,0.862155716,Medium,0.058472605
Delhi,Faridabad,20,Night,Low,Rain,9.824467371,0.999777783,Medium,9.976771451
Gurugram,Ghaziabad,32,Afternoon,Medium,Clear,9.993305703,0.999962082,Medium,6.944898092
Meerut,Noida,18,Morning,Low,Storm,8.9401466,0.689428401,Medium,3.304825027
Faridabad,Gurugram,32,Night,Medium,Clear,7.429778826,0.550319259,Medium,7.953953816
Gurugram,Noida,18,Night,Medium,Rain,9.348583106,0.34111783,Medium,9.390312187
Gurugram,Sonipat,32,Evening,Low,Rain,2.020658914,0.22331394,Low,0.125873056
Ghaziabad,Noida,18,Evening,Low,Clear,9.652608578,0.398618835,Low,9.36642687
Gurugram,Faridabad,32,Morning,Medium,Storm,1.846026654,0.998617854,Medium,9.931281365
Ghaziabad,Meerut,22,Afternoon,High,Clear,3.631198325,0.462093876,Low,0.312327554
Noida,Ghaziabad,18,Morning,Low,Storm,1.753968927,0.329678581,Low,9.440831439
Mathura,Faridabad,28,Night,Medium,Storm,7.205688628,0.858904839,Medium,4.247288402
Gurugram,Ghaziabad,32,Evening,Low,Storm,9.111817169,0.993372848,Medium,7.175220047
Faridabad,Noida,18,Morning,Medium,Rain,1.979801709,0.902608026,Medium,9.763202067
Faridabad,Delhi,20,Afternoon,High,Rain,9.950427711,0.409063834,Medium,5.074289821
Meerut,Sonipat,70,Evening,Medium,Rain,1.850588795,0.001971295,Medium,9.999943471
Gurugram,Mathura,32,Morning,High,Clear,8.951282744,0.099022287,Low,0.823620367
Meerut,Noida,18,Evening,Low,Rain,9.991995496,0.933220039,Medium,1.987648717
Noida,Delhi,20,Evening,Low,Storm,8.342761393,0.69285611,Medium,0.794735081
Noida,Gurugram,18,Evening,Low,Rain,6.341518295,0.897458491,Medium,9.899904575
Noida,Delhi,20,Morning,High,Rain,1.311827273,0.990470042,Medium,5.436471177
Meerut,Gurugram,32,Evening,Low,Clear,3.356201259,0.874122772,Low,5.003972143
Ghaziabad,Sonipat,22,Evening,Low,Rain,9.860373269,0.999755572,Medium,8.157700665
Meerut,Noida,18,Afternoon,Medium,Storm,0.046182569,0.992056219,Medium,1.707352145
Mathura,Gurugram,32,Night,High,Clear,9.762716542,0.385842175,Low,1.439138227
Sonipat,Gurugram,32,Morning,Low,Storm,9.999971671,0.493265667,Low,9.79627119
Delhi,Faridabad,20,Evening,Medium,Rain,0.011473645,0.998071179,Medium,9.99883699
Ghaziabad,Sonipat,22,Morning,Medium,Clear,2.249056285,0.996960978,Medium,8.164638394
Faridabad,Gurugram,32,Afternoon,High,Rain,9.797789564,0.879528978,Medium,7.434186943
Meerut,Delhi,20,Morning,Medium,Storm,7.909599624,0.933401244,Medium,7.495690378
Delhi,Noida,20,Night,High,Clear,5.086662323,0.000172057,Low,0.475643416
Faridabad,Meerut,28,Afternoon,Medium,Storm,9.997029225,0.995605097,Medium,4.099470205
Ghaziabad,Sonipat,22,Morning,Medium,Clear,9.589563249,0.952375606,Medium,9.991116014
Delhi,Noida,20,Night,High,Storm,8.856302386,0.999437909,High,0.770601372
Faridabad,Sonipat,28,Morning,Medium,Storm,7.850067327,0.998596432,Medium,5.875364191
Faridabad,Mathura,28,Afternoon,Low,Rain,0.7138411,0.955120391,Medium,5.519498833
Faridabad,Noida,18,Evening,Medium,Rain,8.190774309,0.962022235,Medium,9.993578046
Mathura,Noida,18,Evening,Low,Clear,9.8665718,0.767100929,Medium,7.098906409
Gurugram,Sonipat,32,Afternoon,Medium,Clear,9.956893638,0.380606469,Medium,1.406612118
Delhi,Noida,20,Evening,Low,Rain,6.188109683,0.2975654,Medium,9.992132353
Gurugram,Faridabad,32,Evening,Low,Storm,9.999684294,0.55659619,Low,0.611520245
Faridabad,Mathura,28,Afternoon,Low,Clear,9.953454712,0.977832987,Medium,9.739733279
Sonipat,Mathura,160,Evening,Medium,Clear,9.728032081,0.073309576,Medium,6.813469395
Gurugram,Delhi,20,Evening,Low,Clear,0.557225307,0.999945208,Low,9.968730366
Faridabad,Meerut,28,Afternoon,High,Clear,7.808927758,0.387680329,Low,7.926061004
Delhi,Sonipat,20,Night,Low,Storm,9.613722142,0.995791593,Medium,1.825402436
Noida,Delhi,20,Evening,Medium,Rain,0.331900543,0.178862208,Medium,6.998066994
Mathura,Meerut,70,Night,High,Storm,0.129937793,0.984629764,High,9.334756119
Delhi,Ghaziabad,20,Afternoon,Medium,Rain,8.186045433,0.9971065,Medium,1.746381541
Noida,Meerut,18,Morning,Low,Clear,4.752419363,0.949134467,Low,9.786082997
Mathura,Sonipat,160,Night,High,Storm,9.950276824,0.658782146,High,6.84976141
Faridabad,Mathura,28,Night,High,Storm,9.494209405,0.999975812,High,4.69778237
Gurugram,Delhi,20,Night,Medium,Rain,8.603441826,0.005775277,Medium,9.882076545
Ghaziabad,Noida,18,Evening,Medium,Storm,8.981630728,0.98960522,Medium,9.89663365
Ghaziabad,Sonipat,22,Afternoon,High,Storm,1.387223348,0.453094803,Low,8.829386215
Noida,Meerut,18,Evening,High,Clear,4.917478001,0.405212207,Low,9.748849929
Mathura,Faridabad,28,Night,Medium,Rain,5.025171538,0.912643869,Medium,9.772698032
Meerut,Faridabad,28,Night,High,Clear,7.527298904,0.972507656,Medium,8.092884572
Ghaziabad,Noida,18,Afternoon,High,Rain,5.771198784,0.934701605,Medium,0.048696841
Delhi,Sonipat,20,Morning,Low,Clear,9.509984447,0.481370098,Low,9.90618364
Mathura,Gurugram,32,Afternoon,Low,Rain,9.937536862,0.987804405,Medium,7.592323298
Gurugram,Meerut,32,Morning,High,Rain,9.494088912,0.553061375,Medium,1.695161041
Sonipat,Delhi,20,Evening,Low,Storm,9.208905662,0.172757475,Low,4.260440473
Meerut,Ghaziabad,22,Afternoon,High,Storm,3.132335177,0.999916236,Low,6.610960069
Gurugram,Faridabad,32,Morning,Medium,Storm,0.078249944,0.890845538,Medium,9.421094087
Meerut,Mathura,70,Night,High,Storm,9.965127411,0.540573602,High,9.994544343
Delhi,Faridabad,20,Afternoon,Medium,Rain,1.342626355,0.982647928,Medium,9.072840106
Sonipat,Ghaziabad,22,Morning,High,Storm,9.993062461,0.94445897,High,3.600285487
Noida,Meerut,18,Night,Low,Storm,5.918309228,0.968879208,Low,5.436056848
Noida,Meerut,18,Morning,Medium,Rain,8.377554318,0.999999958,Medium,8.070791456
Meerut,Delhi,20,Morning,Low,Storm,5.784616595,0.653407191,Low,9.57681476
Ghaziabad,Faridabad,22,Afternoon,High,Clear,0.054940584,0.646717052,Low,5.277015651
Faridabad,Sonipat,28,Afternoon,High,Rain,0.972712878,0.99979406,Medium,3.166504088
Mathura,Sonipat,160,Evening,High,Clear,5.07214479,0.972412419,Medium,2.09821323
Ghaziabad,Noida,18,Evening,Low,Rain,9.860147235,0.650892229,Medium,4.875176949
Gurugram,Delhi,20,Morning,High,Storm,6.863603696,0.477497588,Low,9.099046785
Delhi,Noida,20,Morning,Medium,Storm,9.945664201,0.977517536,Medium,9.999235756
Faridabad,Sonipat,28,Afternoon,High,Rain,8.314652103,0.999730817,Medium,1.707768024
Meerut,Faridabad,28,Morning,High,Rain,3.748870146,0.869982101,Medium,1.518672468
Gurugram,Noida,18,Evening,Low,Rain,7.621123975,0.999972853,Medium,6.8035264
Mathura,Delhi,20,Morning,Low,Clear,5.054477445,0.45278693,Low,9.999914823
Noida,Delhi,20,Evening,High,Storm,9.350631016,0.999986166,High,8.338484678
Sonipat,Ghaziabad,22,Night,High,Rain,3.868308402,0.999655517,Medium,6.381509224
Delhi,Faridabad,20,Morning,High,Storm,9.992941261,0.9996438,High,0.708852348
Gurugram,Faridabad,32,Morning,Medium,Storm,3.398844247,0.943799041,Medium,4.27215254
Sonipat,Gurugram,32,Night,Medium,Rain,3.797668093,0.347358444,Medium,9.222954237
Meerut,Ghaziabad,22,Morning,Low,Storm,9.583186957,0.991501065,Medium,3.164560949
Ghaziabad,Noida,18,Evening,Low,Storm,9.939173994,0.528199116,Low,9.97960865
Meerut,Ghaziabad,22,Evening,Low,Clear,3.793584798,0.711691653,Low,8.554143502
Noida,Mathura,18,Morning,High,Storm,9.999520078,0.008357222,Low,9.961412801
Noida,Sonipat,18,Afternoon,High,Rain,3.36079074,0.944719241,Medium,0.09793825
Delhi,Mathura,20,Afternoon,Low,Clear,8.242993378,0.999485655,Medium,9.906253226
Gurugram,Sonipat,32,Night,High,Clear,3.17349159,0.034437859,Low,4.961740467
Gurugram,Noida,18,Night,Medium,Storm,2.874645122,0.998472045,Medium,1.980906865
Ghaziabad,Noida,18,Morning,High,Rain,9.898786999,0.921259286,Medium,9.752034474
Meerut,Ghaziabad,22,Morning,High,Clear,9.350000552,0.545912106,Low,9.989632485
Ghaziabad,Faridabad,22,Afternoon,High,Clear,2.47776264,0.992567906,Low,3.027541858
Meerut,Sonipat,70,Afternoon,Medium,Clear,6.798796704,0.642504392,Medium,0.365472843
Delhi,Gurugram,20,Afternoon,Low,Storm,2.659298376,0.997668551,Low,4.571047198
Meerut,Noida,18,Morning,High,Storm,9.98685304,0.491894496,Low,9.373564939
Noida,Sonipat,18,Morning,Medium,Clear,9.648357383,0.004528425,Medium,5.752785902
Sonipat,Meerut,70,Night,Medium,Rain,8.499298559,0.644564175,Medium,1.083314915
Ghaziabad,Sonipat,22,Night,Medium,Storm,4.550114423,0.972434601,Medium,9.025017768
Ghaziabad,Gurugram,32,Morning,Low,Storm,9.99624472,0.874746116,Medium,9.996178888
Ghaziabad,Delhi,20,Night,High,Rain,8.803964858,0.976759951,Medium,6.75277624
Ghaziabad,Faridabad,22,Evening,Medium,Storm,0.580901952,0.848528714,Medium,0.204360899
Noida,Sonipat,18,Night,Low,Clear,9.792021672,0.524218712,Low,8.699700277
Faridabad,Meerut,28,Evening,Medium,Storm,9.994066017,0.983257974,Medium,8.664962512
Gurugram,Faridabad,32,Morning,High,Clear,9.930219136,0.87601604,Medium,9.657607366
Ghaziabad,Meerut,22,Morning,High,Clear,3.936344233,0.941407038,Low,9.52115629
Meerut,Sonipat,70,Afternoon,High,Clear,6.97448374,0.112642891,Medium,7.272554677
Mathura,Delhi,20,Night,Low,Storm,9.525212826,0.733920487,Medium,5.804563222
Faridabad,Meerut,28,Evening,Medium,Storm,6.763201726,0.983956079,Medium,9.857057517
Ghaziabad,Mathura,22,Night,Low,Storm,9.868143526,0.68020403,Medium,7.29005771
Mathura,Meerut,70,Night,High,Rain,6.540595722,0.751118009,Medium,5.721758914
Faridabad,Mathura,28,Evening,High,Storm,0.366954867,0.996775078,Low,8.571522777
Noida,Gurugram,18,Morning,Low,Storm,7.083572949,0.232197163,Low,9.456981056
Ghaziabad,Noida,18,Night,Low,Clear,7.178530713,0.795776287,Medium,2.839735318
Sonipat,Delhi,20,Afternoon,Medium,Rain,0.290783218,0.994744603,Medium,1.178473987
Gurugram,Delhi,20,Evening,Medium,Storm,9.920559793,0.994287376,Medium,3.703342078
Ghaziabad,Delhi,20,Afternoon,Medium,Storm,9.433385179,0.928046331,Medium,9.983161454
Gurugram,Ghaziabad,32,Morning,Medium,Storm,9.861883683,0.980073249,Medium,0.29512185
Meerut,Gurugram,32,Evening,Low,Storm,7.575133292,0.78759886,Medium,0.527727284
Noida,Faridabad,18,Evening,Low,Clear,9.99999208,0.583440947,Low,9.994035742
Delhi,Noida,20,Night,Low,Rain,7.435945268,0.943767596,Medium,1.216753323
Delhi,Gurugram,20,Evening,Low,Storm,8.069999632,0.438772992,Low,7.229313468
Sonipat,Meerut,70,Evening,Medium,Clear,1.290117383,0.887391631,Medium,1.0233508
Ghaziabad,Faridabad,22,Afternoon,High,Rain,9.999214311,0.644160606,Medium,1.819051246
Gurugram,Meerut,32,Morning,Low,Rain,9.994992728,0.39515538,Medium,9.153952198
Ghaziabad,Meerut,22,Afternoon,Low,Clear,9.985974376,0.914612367,Medium,5.387270074
Mathura,Noida,18,Morning,High,Rain,7.395931461,0.09979975,Medium,9.326241216
Sonipat,Mathura,160,Afternoon,Medium,Storm,2.204368388,0.479095888,Medium,9.999460915
Faridabad,Mathura,28,Afternoon,Low,Clear,9.152037508,0.803240295,Medium,9.986518323
Faridabad,Meerut,28,Afternoon,Low,Storm,9.971162574,0.977917937,Medium,1.126213128
Mathura,Ghaziabad,22,Morning,High,Storm,3.237578522,0.202824835,Low,9.703401673
Mathura,Faridabad,28,Night,Low,Rain,5.483442461,0.981705501,Medium,9.690839686
Sonipat,Mathura,160,Night,High,Clear,8.696670073,0.999944104,High,4.202091204
Sonipat,Noida,18,Evening,High,Storm,8.224206823,0.998018763,Medium,4.61007791
Sonipat,Meerut,70,Morning,Low,Clear,2.288980869,0.550776903,Low,0.460819437
Noida,Meerut,18,Afternoon,Low,Storm,5.953854764,0.999979454,Low,1.597876014
Gurugram,Faridabad,32,Night,High,Storm,0.493091464,0.997706949,Low,2.450097897
Delhi,Mathura,20,Night,Low,Rain,4.586526369,0.713503852,Medium,0.430274491
Noida,Meerut,18,Morning,High,Clear,7.112332783,0.999541047,Medium,1.219651559
Delhi,Faridabad,20,Night,High,Clear,7.552105279,0.678935439,Medium,6.803204773
Sonipat,Noida,18,Afternoon,Medium,Storm,7.134313276,0.944797767,Medium,2.114360058
Gurugram,Noida,18,Morning,Medium,Storm,3.874309963,0.654306767,Medium,6.00179254
Mathura,Gurugram,32,Night,Low,Clear,9.547057154,0.355698862,Low,5.069051693
Sonipat,Meerut,70,Night,High,Storm,9.998661629,0.240882493,High,9.50740948
Sonipat,Noida,18,Evening,Medium,Clear,9.909124624,0.723787093,Medium,1.997950991
Noida,Delhi,20,Evening,Medium,Storm,9.361111832,0.958680042,Medium,8.831333514
Sonipat,Noida,18,Morning,High,Rain,4.280248789,0.880612663,Medium,0.971495405
Sonipat,Mathura,160,Afternoon,Low,Clear,4.167718883,0.999971514,Medium,9.260099116
Meerut,Delhi,20,Afternoon,Low,Clear,9.982511615,0.653309189,Medium,1.71486964
Gurugram,Meerut,32,Morning,Low,Rain,9.841945793,0.383783061,Medium,2.186713333
Delhi,Ghaziabad,20,Night,Low,Clear,2.465402857,0.924268733,Low,1.415671763
Faridabad,Mathura,28,Morning,Medium,Rain,9.93478424,0.999709767,Medium,0.165786358
Mathura,Noida,18,Evening,High,Storm,7.084987317,0.999666317,Medium,2.725077597
Noida,Delhi,20,Afternoon,High,Rain,9.945241663,0.404924698,Medium,1.820199392
Ghaziabad,Delhi,20,Afternoon,Low,Storm,9.909694377,0.98747512,Medium,1.010816893
Sonipat,Ghaziabad,22,Evening,Medium,Rain,9.998739378,0.364056182,Medium,3.76281166
Meerut,Faridabad,28,Morning,Medium,Clear,1.523946681,0.545948875,Low,8.271403296
Ghaziabad,Gurugram,32,Night,Medium,Rain,9.909722169,0.005126433,Medium,6.980676406
Mathura,Meerut,70,Morning,Medium,Rain,9.970614914,0.941621092,Medium,9.468946172
Meerut,Ghaziabad,22,Night,Medium,Rain,9.973946521,0.916580809,Medium,9.980146426
Delhi,Noida,20,Evening,Low,Rain,9.646786871,0.997550727,Medium,1.406429512
Delhi,Gurugram,20,Night,Medium,Clear,9.176332432,0.737900567,Medium,2.919248342
Noida,Faridabad,18,Afternoon,High,Rain,0.034374643,0.086600191,Low,9.597899909
Meerut,Noida,18,Night,High,Clear,8.040535251,0.301265415,Low,7.05740225
Delhi,Noida,20,Afternoon,High,Clear,3.48405362,0.974418334,Low,9.999941662
Mathura,Meerut,70,Morning,High,Rain,9.971361559,0.994773313,High,1.784632495
Mathura,Gurugram,32,Night,High,Storm,3.665150103,0.001397508,Low,4.201483268
